"x1" "y1" "x2" "x3" "x4" "x5"
48.1709977230985 502.10054031622 -1.06484608499046 0 0.308702884371675 "fine"
44.1792038283504 466.418707157293 1.76181372500354 0 0.254459969589793 "adequate"
54.770828236061 499.374195032875 0.830033004350728 0 0.81701128038938 "sublime"
53.1669161202333 527.218805953755 -0.462781474416133 0 0.747524832074031 "sublime"
45.0147810504432 470.682973126334 -1.12070432066366 0 0.389983854256327 "fine"
46.8948021784378 511.883058885711 0.302015194121995 0 0.536035694233527 "fine"
53.5442804009501 501.693649644508 -0.190150504036473 0 0.889331537278913 "sublime"
51.0667160881576 490.746739707088 0.214959445048509 0 0.659683935166871 "fine"
54.3219006616668 502.115816445412 0.724435749922716 0 0.675304247483362 "fine"
55.0065004103376 480.316588604688 -0.750513598552658 1 0.712775699835675 "sublime"
51.2594587728425 483.55731917872 1.74310340152784 0 0.740553228288152 "sublime"
56.1236824677239 510.89895659595 2.78861309992816 0 0.864272860821911 "sublime"
49.5194653451026 493.92416629198 -0.51309541370305 0 0.713227835358462 "sublime"
48.6382691550949 494.821626154208 1.47415052527256 0 0.542425469229083 "fine"
52.7057376510855 523.693550156863 0.0638468852241822 0 0.74231203210943 "sublime"
53.1527300865226 506.990451001731 -1.00468485555667 0 0.702155347391586 "sublime"
50.755809191848 502.13417050753 1.07596046746021 1 0.720070492143773 "sublime"
52.5046648111777 514.166594639302 1.16285304834612 0 0.525119186476874 "fine"
50.9975116999539 525.697693468496 -0.0853351764711881 0 0.838557730447936 "sublime"
51.13807254067 474.864323537444 -0.617389690877571 0 0.756768715561979 "sublime"
41.4503139609406 490.84454769867 -0.672489116832267 0 0.861646412706235 "sublime"
57.5498771851206 513.875243332223 -2.2020689002609 0 0.632894755161174 "fine"
52.2709747969581 500.831962357592 -0.742046955121541 0 0.471313032130557 "fine"
51.2536650055311 508.361054428138 0.186860544279574 0 0.703082936429328 "sublime"
61.5020742500424 526.231014729283 -1.89894544725434 0 0.625495347276407 "fine"
52.6731933265472 506.66912247892 -1.88619576100943 0 0.714727645493753 "sublime"
51.2472589987655 509.346113490558 -3.68851708615857 1 0.804170370853159 "sublime"
43.1652548093433 471.598999657263 0.600833936017373 0 0.926093798517208 "sublime"
48.7159433768862 482.342413331917 -0.616383382469857 0 0.574416591728459 "fine"
50.7290281814063 483.542373033015 -1.66813198134071 0 0.833412760938563 "sublime"
46.9618927970855 489.171150225693 -0.744929503215062 0 0.587150393221987 "fine"
54.1536259574228 496.575375187965 -0.240716990933299 0 0.740143285297819 "sublime"
49.9470577404357 480.27759339404 -0.22335692219307 0 0.697444571261038 "fine"
51.8329234645443 503.258681598804 0.0294277158113495 0 0.898230648044384 "sublime"
55.9998531234774 504.969879430108 0.5220830896046 0 0.550063582856861 "fine"
48.3854236130245 527.38481393137 -0.310861763630442 0 0.391720049431429 "fine"
47.4282579680408 506.206246293233 0.579075753927581 0 0.663416434753991 "fine"
49.5256888075371 492.322448002854 -0.37474903073173 0 0.124222152831425 "horrible"
45.4455692132745 485.397290502196 0.570127744984788 0 0.442959372664016 "fine"
43.9771344092306 478.625850216923 -0.962129486067698 0 0.556325890502073 "fine"
48.8936310732645 502.325704854539 -1.34311881136073 0 0.758694890174713 "sublime"
49.575397802793 490.553022455396 -0.118904091163544 0 0.859645784582584 "sublime"
55.6529206999533 526.714591462478 0.34341661571682 0 0.86013318303488 "sublime"
46.9703675337185 513.073441232882 -1.05900900864811 0 0.965760591261182 "sublime"
54.8619978611185 515.608708310289 -0.24663720590108 1 0.854427587836781 "sublime"
54.6825930891301 492.853061083684 0.304373173220065 0 0.686434472327464 "fine"
